Id,SalePrice
1633,188558.56
1634,184312.95
1635,175160.25
1636,155337.58
1637,176653.02
1638,230059.33
1639,178937.08
1640,261942.6
1641,181233.75
1642,226920.88
1643,258862.16
1644,255819.11
1645,157870.3
1646,144610.5
1647,169054.25
1648,142730.08
1649,133437.53
1650,127751.586
1651,128080.55
1652,134818.84
1653,134512.12
1654,170341.64
1655,162762.95
1656,165015.06
1657,171097.8
1658,165390.33
1659,136307.14
1660,139089.03
1661,395532.8
1662,381953.44
1663,349378.72
1664,418224.8
1665,332233.12
1666,292595.3
1667,338006.0
1668,332655.75
1669,319240.06
1670,336579.88
1671,217814.3
1672,371664.03
1673,333608.2
1674,282656.7
1675,169686.5
1676,166577.53
1677,190363.02
1678,411230.72
1679,317702.1
1680,303321.2
1681,277477.1
1682,287522.34
1683,191970.52
1684,196256.92
1685,177717.16
1686,182228.34
1687,190268.36
1688,208629.17
1689,205985.33
1690,197912.0
1691,187773.89
1692,305340.97
1693,190268.36
1694,177304.6
1695,192194.17
1696,282297.06
1697,192194.17
1698,339098.25
1699,305735.7
1700,237022.94
1701,277903.38
1702,288950.12
1703,286631.28
1704,288915.56
1705,234294.28
1706,373877.6
1707,195952.45
1708,193646.75
1709,319592.53
1710,235270.64
1711,294190.03
1712,259748.86
1713,245437.17
1714,202612.19
1715,209956.17
1716,191436.31
1717,187034.6
1718,149295.31
1719,221995.28
1720,276148.5
1721,184821.67
1722,136203.0
1723,142777.6
1724,233301.75
1725,241864.9
1726,188055.11
1727,162409.17
1728,198398.52
1729,165001.02
1730,194235.31
1731,132428.1
1732,127827.305
1733,123370.18
1734,119656.98
1735,125874.734
1736,125406.61
1737,297135.75
1738,213101.83
1739,314694.25
1740,193870.84
1741,167776.45
1742,177180.39
1743,193753.84
1744,238661.92
1745,213968.7
1746,277978.75
1747,229859.38
1748,228987.77
1749,140739.38
1750,143025.05
1751,234142.88
1752,126159.26
1753,159035.55
1754,229418.73
1755,154728.06
1756,124112.79
1757,122419.49
1758,147366.27
1759,156993.45
1760,145425.1
1761,145451.88
1762,184451.44
1763,172224.77
1764,123563.516
1765,181648.38
1766,158864.36
1767,167740.53
1768,129972.24
1769,179134.6
1770,124473.62
1771,131767.11
1772,136695.36
1773,115189.13
1774,165678.33
1775,132119.0
1776,134150.47
1777,113266.49
1778,124389.09
1779,130646.805
1780,187297.78
1781,128872.23
1782,86901.1
1783,131728.88
1784,87248.734
1785,113252.21
1786,150365.08
1787,179390.12
1788,59275.824
1789,114976.555
1790,59267.29
1791,253413.33
1792,149164.45
1793,142777.72
1794,135732.53
1795,134701.23
1796,136534.97
1797,141444.58
1798,127629.484
1799,114766.1
1800,132449.06
1801,125158.6
1802,162473.58
1803,185094.92
1804,135883.98
1805,134053.1
1806,137599.2
1807,171913.61
1808,127413.35
1809,117727.81
1810,147872.27
1811,125187.766
1812,101266.44
1813,132988.14
1814,103776.72
1815,60257.902
1816,103187.836
1817,121043.51
1818,144488.12
1819,127716.234
1820,69340.39
1821,134163.28
1822,169521.44
1823,61138.73
1824,134023.75
1825,133547.12
1826,114896.336
1827,110579.555
1828,135078.06
1829,192584.38
1830,161691.48
1831,172075.14
1832,140891.45
1833,155356.7
1834,130730.73
1835,139366.7
1836,142428.78
1837,75970.32
1838,130072.34
1839,94606.04
1840,162431.92
1841,128720.5
1842,114570.21
1843,131911.27
1844,146273.05
1845,151423.75
1846,145056.5
1847,150667.39
1848,61188.965
1849,137166.0
1850,127688.42
1851,149742.81
1852,127233.51
1853,126418.87
1854,176233.02
1855,163647.0
1856,222932.62
1857,136388.88
1858,194898.16
1859,154570.84
1860,141981.38
1861,153365.03
1862,362720.2
1863,362720.2
1864,362720.2
1865,338496.94
1866,331267.2
1867,275099.6
1868,259470.22
1869,186608.27
1870,262643.56
1871,275705.2
1872,173540.97
1873,213757.72
1874,139552.77
1875,194192.05
1876,193116.25
1877,194296.45
1878,197408.12
1879,131749.5
1880,135225.73
1881,240722.2
1882,278981.28
1883,214881.8
1884,225168.52
1885,236432.22
1886,256856.48
1887,190547.67
1888,282813.34
1889,172743.86
1890,115504.74
1891,157479.14
1892,106157.16
1893,134211.17
1894,136573.1
1895,141625.84
1896,127666.484
1897,125242.07
1898,133488.89
1899,135611.8
1900,139616.52
1901,148591.56
1902,135507.88
1903,233652.94
1904,127972.58
1905,165112.2
1906,137096.92
1907,184248.44
1908,146876.61
1909,156483.88
1910,156483.88
1911,203129.6
1912,245082.53
1913,152454.88
1914,81537.09
1915,247875.89
1916,58854.75
1917,307468.62
1918,133762.36
1919,158631.8
1920,162260.78
1921,350345.28
1922,326497.8
1923,219407.81
1924,191383.94
1925,236468.1
1926,346441.2
1927,131003.67
1928,144150.0
1929,126152.805
1930,145061.44
1931,138258.08
1932,153922.34
1933,162636.88
1934,181891.05
1935,172682.12
1936,182271.48
1937,183552.08
1938,152474.34
1939,255429.31
1940,219610.83
1941,184121.53
1942,186307.0
1943,221719.67
1944,339624.78
1945,339560.7
1946,162224.34
1947,292409.06
1948,156937.33
1949,207095.02
1950,175291.75
1951,231087.5
1952,210739.47
1953,150316.17
1954,230342.9
1955,147653.84
1956,336155.88
1957,163914.4
1958,323440.4
1959,167229.77
1960,113027.984
1961,130931.82
1962,134818.84
1963,134512.12
1964,133555.27
1965,164264.73
1966,163542.39
1967,281592.88
1968,335414.94
1969,344750.8
1970,382016.97
1971,462985.38
1972,367134.28
1973,312470.34
1974,326157.8
1975,402367.38
1976,279562.88
1977,338527.8
1978,340829.66
1979,340081.44
1980,190188.95
1981,335695.03
1982,228836.53
1983,228836.53
1984,207973.31
1985,231603.38
1986,239387.8
1987,184367.56
1988,178880.27
1989,214514.58
1990,234411.8
1991,190363.02
1992,226422.08
1993,192205.14
1994,257552.84
1995,208360.9
1996,277492.44
1997,355428.16
1998,303860.2
1999,242085.25
2000,330886.62
2001,272875.25
2002,240311.28
2003,307033.8
2004,299411.5
2005,236002.9
2006,231049.56
2007,286352.66
2008,182962.55
2009,190042.88
2010,210690.58
2011,150187.36
2012,180297.3
2013,181449.14
2014,185217.8
2015,206991.02
2016,188069.88
2017,212142.03
2018,128220.8
2019,123370.18
2020,127444.31
2021,124306.45
2022,162320.11
2023,157886.66
2024,242557.94
2025,333572.28
2026,183059.97
2027,160429.66
2028,192603.97
2029,179143.12
2030,285249.38
2031,274968.44
2032,281619.94
2033,279957.38
2034,190414.17
2035,219219.84
2036,240886.89
2037,242168.36
2038,362584.5
2039,227594.83
2040,371900.88
2041,246431.12
2042,221271.08
2043,160272.44
2044,184356.03
2045,194496.88
2046,154488.53
2047,154389.6
2048,131265.22
2049,160227.81
2050,205556.25
2051,125793.55
2052,137304.67
2053,130959.29
2054,97169.7
2055,145909.88
2056,133274.23
2057,125043.74
2058,196191.83
2059,131418.77
2060,136090.45
2061,170872.62
2062,128684.055
2063,119556.09
2064,136358.52
2065,128559.77
2066,178883.78
2067,149235.77
2068,162849.72
2069,100782.836
2070,115883.61
2071,90961.29
2072,169677.9
2073,136740.52
2074,177250.66
2075,134598.33
2076,125235.87
2077,134586.33
2078,129105.48
2079,146512.48
2080,129224.164
2081,141616.58
2082,140854.14
2083,155451.11
2084,118692.164
2085,132171.69
2086,151537.14
2087,141891.03
2088,116047.59
2089,107130.26
2090,131526.25
2091,119808.46
2092,137232.89
2093,127341.75
2094,120459.33
2095,150282.6
2096,101519.89
2097,87314.22
2098,159305.5
2099,59264.86
2100,128657.05
2101,133025.62
2102,149334.72
2103,101781.7
2104,168621.94
2105,101487.39
2106,79174.28
2107,208455.48
2108,126283.22
2109,112703.375
2110,116685.2
2111,169092.7
2112,138276.66
2113,124790.484
2114,121684.51
2115,148152.23
2116,119857.03
2117,141432.17
2118,134450.52
2119,122588.26
2120,115596.58
2121,100754.016
2122,101094.56
2123,113748.14
2124,212926.17
2125,155203.25
2126,158178.14
2127,148683.17
2128,133913.12
2129,119237.71
2130,149359.75
2131,184627.42
2132,122124.84
2133,128660.99
2134,125259.516
2135,109669.12
2136,117257.16
2137,122672.81
2138,136405.5
2139,149134.84
2140,130127.09
2141,146273.06
2142,132533.6
2143,144888.2
2144,125727.305
2145,127443.03
2146,146231.75
2147,158007.61
2148,149331.36
2149,139335.64
2150,191791.89
2151,138870.1
2152,114328.625
2153,140564.62
2154,113737.266
2155,143478.11
2156,250333.58
2157,204714.38
2158,246506.94
2159,235622.5
2160,190231.19
2161,283606.62
2162,364980.12
2163,334044.25
2164,272471.47
2165,172585.56
2166,142756.47
2167,190616.78
2168,192670.6
2169,208796.44
2170,221354.72
2171,144959.48
2172,140134.75
2173,154386.17
2174,246539.6
2175,342158.53
2176,292037.97
2177,259441.78
2178,251748.92
2179,147648.8
2180,215634.88
2181,195107.16
2182,239857.66
2183,190560.75
2184,132682.64
2185,138774.1
2186,149928.84
2187,149791.44
2188,164907.56
2189,264662.1
2190,117985.86
2191,117985.86
2192,86013.02
2193,102887.805
2194,109500.48
2195,105043.71
2196,114333.93
2197,103550.29
2198,146548.92
2199,178132.0
2200,132053.6
2201,136879.9
2202,177725.56
2203,158636.97
2204,145146.89
2205,128626.67
2206,132412.12
2207,229438.75
2208,226157.67
2209,166817.27
2210,146876.61
2211,119235.07
2212,129254.72
2213,103578.02
2214,149021.52
2215,110168.125
2216,155420.6
2217,70321.76
2218,95952.87
2219,91120.18
2220,88752.695
2221,247875.89
2222,209804.22
2223,269978.75
2224,251071.8
2225,172652.66
2226,155177.31
2227,192637.5
2228,278461.53
2229,255930.89
2230,159250.14
2231,243187.44
2232,171965.9
2233,156449.6
2234,233580.34
2235,187181.42
2236,252757.69
2237,304102.16
2238,260822.52
2239,136998.84
2240,156771.78
2241,142969.17
2242,138738.11
2243,143051.34
2244,116684.53
2245,116684.53
2246,135488.23
2247,128895.164
2248,130584.984
2249,131243.06
2250,135913.69
2251,127189.44
2252,170915.16
2253,168184.72
2254,186491.38
2255,189669.47
2256,200077.42
2257,238877.2
2258,175450.5
2259,182793.55
2260,145914.98
2261,212448.66
2262,230595.2
2263,341766.72
2264,367962.12
2265,162659.25
2266,286090.84
2267,278948.38
2268,390857.03
2269,157346.86
2270,189211.3
2271,201711.42
2272,221608.61
2273,151367.83
2274,159567.03
2275,149032.11
2276,176717.22
2277,191253.34
2278,153050.6
2279,128950.914
2280,108374.664
2281,166890.08
2282,165355.33
2283,138970.66
2284,144324.4
2285,146412.97
2286,129603.79
2287,336259.16
2288,288026.72
2289,314545.16
2290,379857.6
2291,338353.25
2292,390696.72
2293,376797.38
2294,381763.5
2295,406231.06
2296,278631.34
2297,313202.62
2298,335413.94
2299,349204.47
2300,328991.3
2301,295994.22
2302,242107.39
2303,251529.16
2304,296203.75
2305,169234.78
2306,169234.78
2307,169927.4
2308,241739.03
2309,283575.9
2310,227749.84
2311,191970.52
2312,198567.2
2313,180596.4
2314,196768.61
2315,178408.06
2316,212137.33
2317,167769.02
2318,179346.17
2319,196996.75
2320,184978.0
2321,280417.22
2322,185385.55
2323,177160.03
2324,190268.36
2325,201642.16
2326,191228.81
2327,231621.03
2328,234710.64
2329,188518.8
2330,185203.73
2331,333453.34
2332,387345.66
2333,334913.25
2334,286351.03
2335,275672.0
2336,332523.06
2337,191088.05
2338,279165.25
2339,240518.6
2340,386670.66
2341,219871.39
2342,240361.97
2343,199884.69
2344,264659.34
2345,296325.78
2346,228996.92
2347,188513.19
2348,256663.16
2349,186353.7
2350,299777.62
2351,243970.44
2352,287477.47
2353,262600.9
2354,148057.8
2355,153299.36
2356,149649.14
2357,198778.0
2358,194516.69
2359,148664.48
2360,130980.36
2361,136585.34
2362,260357.7
2363,138314.17
2364,145506.38
2365,230206.2
2366,217891.67
2367,242410.3
2368,189583.92
2369,241494.94
2370,176119.3
2371,181054.66
2372,187315.84
2373,270682.22
2374,285997.0
2375,242754.92
2376,249606.17
2377,280658.4
2378,148440.02
2379,221451.6
2380,145390.77
2381,156067.88
2382,195573.02
2383,202002.16
2384,237326.92
2385,140664.56
2386,134329.08
2387,133531.48
2388,133754.52
2389,134213.92
2390,140236.17
2391,131519.3
2392,123877.11
2393,165856.81
2394,137992.39
2395,207628.58
2396,149346.44
2397,176472.05
2398,123125.55
2399,62257.67
2400,62043.84
2401,120100.414
2402,129681.47
2403,164361.33
2404,137117.39
2405,151381.98
2406,128353.26
2407,125600.836
2408,135551.98
2409,131721.97
2410,178665.67
2411,123315.87
2412,137533.23
2413,131764.06
2414,128842.1
2415,148626.73
2416,133590.19
2417,130981.91
2418,122920.72
2419,125661.445
2420,122428.24
2421,127434.04
2422,120918.414
2423,115284.805
2424,143300.1
2425,247297.11
2426,115705.59
2427,98207.64
2428,176523.2
2429,124154.33
2430,132032.17
2431,130094.64
2432,128081.75
2433,131656.89
2434,134586.3
2435,138609.5
2436,125357.14
2437,123838.305
2438,126190.75
2439,120856.164
2440,142891.84
2441,110145.91
2442,107530.33
2443,129220.734
2444,119338.38
2445,90512.52
2446,126230.79
2447,216862.62
2448,141712.69
2449,124971.23
2450,152125.64
2451,124512.23
2452,201154.78
2453,107685.15
2454,122918.87
2455,112671.42
2456,136067.44
2457,122896.664
2458,134686.25
2459,113345.99
2460,153422.64
2461,127463.516
2462,126064.35
2463,132946.95
2464,161875.69
2465,145726.44
2466,134172.36
2467,168489.16
2468,108713.17
2469,108550.42
2470,225174.56
2471,182214.66
2472,176604.45
2473,127153.0
2474,115357.8
2475,212675.9
2476,127633.875
2477,128693.06
2478,152596.44
2479,129677.31
2480,125949.0
2481,131159.25
2482,131074.12
2483,127663.5
2484,132553.9
2485,127277.555
2486,136898.17
2487,206980.67
2488,152087.84
2489,151619.53
2490,131832.2
2491,120149.47
2492,171751.95
2493,133317.6
2494,150636.3
2495,111881.88
2496,229569.33
2497,152828.55
2498,121927.02
2499,107837.92
2500,126017.01
2501,133843.94
2502,137570.02
2503,114215.0
2504,191258.88
2505,229096.5
2506,285803.4
2507,315242.84
2508,285803.4
2509,237957.83
2510,238443.83
2511,184745.19
2512,221108.9
2513,220681.48
2514,246103.75
2515,143963.64
2516,163638.17
2517,139552.77
2518,143803.28
2519,224664.62
2520,215489.69
2521,211949.27
2522,222750.06
2523,132941.33
2524,130144.35
2525,129876.766
2526,139353.19
2527,131375.06
2528,132721.75
2529,131245.89
2530,128749.44
2531,210338.67
2532,230445.98
2533,215175.55
2534,239249.52
2535,289905.84
2536,232317.69
2537,235421.97
2538,198414.7
2539,180788.14
2540,168391.2
2541,199145.19
2542,164099.45
2543,128445.25
2544,131899.22
2545,135002.5
2546,147115.45
2547,146032.4
2548,195116.45
2549,157055.92
2550,490010.78
2551,157479.14
2552,125512.42
2553,117985.86
2554,118854.01
2555,115791.36
2556,100812.445
2557,120732.28
2558,155250.4
2559,124127.69
2560,126900.48
2561,134672.36
2562,133342.22
2563,136077.52
2564,187293.72
2565,138741.34
2566,128460.71
2567,132509.61
2568,170783.39
2569,163611.47
2570,147462.84
2571,156015.39
2572,212428.4
2573,201526.75
2574,292079.8
2575,142281.33
2576,125395.164
2577,148514.72
2578,103542.55
2579,64773.8
2580,130040.484
2581,128570.36
2582,113022.664
2583,246071.66
2584,156401.11
2585,168348.34
2586,200722.77
2587,192758.89
2588,139549.95
2589,144529.11
2590,192999.61
2591,210025.36
2592,213686.36
2593,242349.28
2594,175125.08
2595,225016.14
2596,300337.1
2597,174364.12
2598,276428.16
2599,377695.97
2600,174481.11
2601,165253.47
2602,119565.445
2603,115336.89
2604,102591.45
2605,121535.31
2606,138111.72
2607,159006.03
2608,167457.39
2609,155668.77
2610,109653.414
2611,130637.55
2612,144502.38
2613,130584.984
2614,133208.92
2615,147116.34
2616,131229.34
2617,181135.39
2618,158260.12
2619,212185.8
2620,176853.33
2621,185404.5
2622,192635.72
2623,272459.97
2624,278599.03
2625,294659.62
2626,154214.69
2627,213467.81
2628,395129.1
2629,449223.4
2630,373925.06
2631,418383.3
2632,395050.25
2633,291846.88
2634,346965.72
2635,150115.05
2636,215885.34
2637,171494.28
2638,259518.11
2639,206230.66
2640,143998.94
2641,128399.52
2642,172207.64
2643,147219.2
2644,151397.17
2645,136189.73
2646,133067.83
2647,138664.73
2648,142817.92
2649,141807.83
2650,145704.22
2651,164639.8
2652,377338.4
2653,282587.56
2654,250196.95
2655,338996.62
2656,359506.44
2657,314744.38
2658,283993.25
2659,330437.53
2660,328145.12
2661,334408.38
2662,333282.1
2663,300650.3
2664,282851.47
2665,328410.8
2666,289350.9
2667,175615.94
2668,199218.62
2669,168152.72
2670,328659.78
2671,199218.62
2672,190374.84
2673,199165.6
2674,202607.06
2675,178594.42
2676,206279.06
2677,201881.2
2678,289307.16
2679,302029.53
2680,318574.8
2681,381879.22
2682,337507.38
2683,407082.66
2684,330132.97
2685,338559.94
2686,266357.7
2687,286562.12
2688,238687.92
2689,224992.05
2690,388965.94
2691,192079.67
2692,149192.95
2693,192380.53
2694,148861.52
2695,213103.94
2696,205686.45
2697,197189.39
2698,188120.58
2699,166382.94
2700,156083.4
2701,163206.08
2702,132734.23
2703,177472.11
2704,141516.03
2705,129080.48
2706,128034.086
2707,130656.07
2708,130281.78
2709,109965.85
2710,128595.42
2711,257776.5
2712,338806.72
2713,186293.38
2714,182376.98
2715,177928.66
2716,175012.72
2717,192291.8
2718,240589.86
2719,135404.14
2720,174193.7
2721,137012.1
2722,166821.61
2723,140216.94
2724,127694.39
2725,131485.23
2726,134520.78
2727,154368.75
2728,166925.31
2729,152033.3
2730,134762.78
2731,117783.83
2732,122316.01
2733,150782.27
2734,140843.25
2735,129871.305
2736,141254.56
2737,122292.58
2738,152982.83
2739,151953.9
2740,139967.2
2741,136980.97
2742,155197.31
2743,136748.16
2744,135199.55
2745,131650.1
2746,123643.06
2747,169062.1
2748,137004.05
2749,125504.5
2750,126658.055
2751,119128.5
2752,242214.69
2753,147037.84
2754,209584.19
2755,150170.31
2756,71439.34
2757,87373.96
2758,77042.48
2759,150662.78
2760,128179.086
2761,138198.75
2762,140515.67
2763,179228.6
2764,180842.77
2765,259311.53
2766,122581.84
2767,110010.64
2768,133211.94
2769,132309.62
2770,163883.61
2771,123838.305
2772,112630.47
2773,147719.83
2774,139632.42
2775,112605.11
2776,141125.28
2777,161980.16
2778,128657.99
2779,130791.16
2780,122563.33
2781,105733.37
2782,101523.98
2783,84601.1
2784,129540.86
2785,141627.95
2786,61990.25
2787,134452.55
2788,71823.22
2789,203262.69
2790,113879.75
2791,130454.58
2792,68574.01
2793,145354.6
2794,86457.15
2795,123448.22
2796,104835.31
2797,220299.81
2798,121494.47
2799,115378.86
2800,87989.13
2801,122626.04
2802,136161.27
2803,190626.56
2804,155177.25
2805,116270.72
2806,111814.23
2807,156618.86
2808,137208.89
2809,130246.68
2810,131722.33
2811,153800.53
2812,146543.62
2813,178590.2
2814,177531.84
2815,106189.9
2816,210816.97
2817,133500.16
2818,129080.836
2819,186290.33
2820,136144.7
2821,123331.5
2822,203207.9
2823,268684.22
2824,149994.88
2825,150595.75
2826,126690.16
2827,151896.75
2828,237123.4
2829,224992.66
2830,258095.36
2831,181650.64
2832,201200.31
2833,281279.66
2834,222137.06
2835,207816.23
2836,206494.31
2837,157585.4
2838,147633.47
2839,174482.78
2840,191472.11
2841,215558.02
2842,217761.23
2843,154174.05
2844,173741.6
2845,128169.26
2846,217599.08
2847,192358.5
2848,237661.45
2849,228394.77
2850,316953.7
2851,236503.77
2852,259134.89
2853,232175.89
2854,147285.39
2855,190959.08
2856,217211.48
2857,207595.9
2858,188150.23
2859,117644.28
2860,126918.445
2861,136368.05
2862,215170.44
2863,140298.03
2864,258500.16
2865,157479.14
2866,214430.94
2867,102931.76
2868,136020.25
2869,114468.68
2870,133031.5
2871,92286.37
2872,53566.6
2873,98299.05
2874,134126.3
2875,140693.38
2876,153171.44
2877,135002.72
2878,155906.6
2879,131481.42
2880,127341.66
2881,136144.83
2882,136449.39
2883,184632.44
2884,222036.84
2885,169312.97
2886,162405.0
2887,117721.375
2888,141898.12
2889,69309.22
2890,83603.195
2891,155599.16
2892,63532.023
2893,125881.336
2894,65843.484
2895,255007.44
2896,246551.73
2897,176382.89
2898,178490.52
2899,235891.1
2900,149906.39
2901,175956.95
2902,170477.47
2903,303858.06
2904,337185.47
2905,84247.734
2906,262075.31
2907,143481.31
2908,126930.32
2909,170735.25
2910,88224.63
2911,119565.445
2912,141833.8
2913,118580.516
2914,102591.45
2915,102591.45
2916,118580.516
2917,141425.17
2918,125582.34
2919,260853.78
